NUM_INS	ANO_ENEM	COD_MUN_PRV
150000061983	2015	1400100
150000062156	2015	1400100
150000062324	2015	1400100
150000062675	2015	1400100
150000062810	2015	1400100
150000063418	2015	1400100
150000064649	2015	1400100
150000065642	2015	1400100
150000065812	2015	1400100
150000066329	2015	1400100
150000066760	2015	1400100
150000066960	2015	1400100
150000067386	2015	1400100
150000067691	2015	1400100
150000068158	2015	1400100
150000068268	2015	1400100
150000068792	2015	1400100
150000069069	2015	1400100
150000069303	2015	1400100
150000069325	2015	1400100
150000070374	2015	1400100
150000070828	2015	1400100
150000071161	2015	1400100
150000071934	2015	1400100
150000072305	2015	1400100
150000072478	2015	1400100
150000073503	2015	1400100
150000073846	2015	1400472
150000074380	2015	1400100
150000074470	2015	1400100
150000075489	2015	1400100
150000076147	2015	1400100
150000076406	2015	1400100
150000076813	2015	1400100
150000077287	2015	1400100
150000077381	2015	1400100
150000077692	2015	1400100
150000077810	2015	1400100
150000078695	2015	1400100
150000078856	2015	1400100
150000079471	2015	1400100
150000080242	2015	1400100
150000080548	2015	1400100
150000080561	2015	1400100
150000080577	2015	1400100
150000080690	2015	1400100
150000080809	2015	1400100
150000081222	2015	1400100
150000082263	2015	1400100
150000082278	2015	1400100
150000082485	2015	1400100
150000082991	2015	1400100
150000083352	2015	1400100
150000083445	2015	1400100
150000084584	2015	1400100
150000084671	2015	1400100
150000085004	2015	1400100
150000085374	2015	1400100
150000085598	2015	1400100
150000086061	2015	1400100
150000086742	2015	1400100
150000087033	2015	1400100
150000087565	2015	1400100
150000088594	2015	1400100
150000088744	2015	1400100
150000089849	2015	1400100
150000090011	2015	1400100
150000090542	2015	1400100
150000091183	2015	1400100
150000091575	2015	1400100
150000091739	2015	1400100
150000092112	2015	1400100
150000092463	2015	1400100
150000093102	2015	1400506
150000093345	2015	1400100
150000094206	2015	1400100
150000094519	2015	1400100
150000094749	2015	1400100
150000095155	2015	1400100
150000095339	2015	1400100
150000096726	2015	1400100
150000096995	2015	1400100
150000097137	2015	1400100
150000097170	2015	1400100
150000097286	2015	1400100
150000097883	2015	1400472
150000098122	2015	1400100
150000098128	2015	1400100
150000098317	2015	1400100
150000098379	2015	1400100
150000098447	2015	1400100
150000098987	2015	1400100
150000099640	2015	1400100
150000099822	2015	1400100
150000100057	2015	1400100
150000101219	2015	1400100
150000101950	2015	1400100
150000102185	2015	1400100
150000102193	2015	1400100
150000102432	2015	1400100
150000102473	2015	1400100
150000102720	2015	1400100
150000103024	2015	1400209
150000103299	2015	1400100
150000103311	2015	1400100
150000103499	2015	1400100
150000104191	2015	1400100
150000104233	2015	1400100
150000104252	2015	1400100
150000104359	2015	1400100
150000104857	2015	1400100
150000105680	2015	1400100
150000105759	2015	1400100
150000106413	2015	1400100
150000106743	2015	1400100
150000106971	2015	1400100
150000107010	2015	1400100
150000107050	2015	1400100
150000108946	2015	1400100
150000108972	2015	1400100
150000109557	2015	1400100
150000109913	2015	1400100
150000110161	2015	1400100
150000110244	2015	1400100
150000110246	2015	1400100
150000110286	2015	1400100
150000110831	2015	1400100
150000111044	2015	1400100
150000111978	2015	1400100
150000112710	2015	1400100
150000112950	2015	1400100
150000113086	2015	1400100
150000113603	2015	1400100
150000114187	2015	1400100
150000114514	2015	1400100
150000114743	2015	1400100
150000116139	2015	1400100
150000116438	2015	1400100
150000116512	2015	1400100
150000116571	2015	1400100
150000117504	2015	1400100
150000117568	2015	1400100
150000117803	2015	1400100
150000118902	2015	1400100
150000118931	2015	1400100
150000119057	2015	1400100
150000119890	2015	1400100
150000119956	2015	1400308
150000120718	2015	1400100
150000120749	2015	1400100
150000121012	2015	1400100
150000121213	2015	1400100
150000121579	2015	1400100
150000121811	2015	1400308
150000122230	2015	1400100
150000122390	2015	1400100
150000122397	2015	1400100
150000122407	2015	1400100
150000122871	2015	1400100
150000122910	2015	1400100
150000123061	2015	1400100
150000123566	2015	1400100
150000123604	2015	1400100
150000123918	2015	1400100
150000124244	2015	1400100
150000124423	2015	1400100
150000124611	2015	1400100
150000124751	2015	1400100
150000124796	2015	1400100
150000125277	2015	1400100
150000125293	2015	1400100
150000125366	2015	1400472
150000125491	2015	1400100
150000125693	2015	1400100
150000126429	2015	1400100
150000126643	2015	1400100
150000127144	2015	1400100
150000127192	2015	1400100
150000127672	2015	1400100
150000128066	2015	1400100
150000128162	2015	1400100
150000129554	2015	1400100
150000129559	2015	1400100
150000129719	2015	1400100
150000129846	2015	1400100
150000130183	2015	1400100
150000130501	2015	1400100
150000131173	2015	1400100
150000131203	2015	1400506
150000131625	2015	1400100
150000131968	2015	1400100
150000132351	2015	1400100
150000132489	2015	1400100
150000132603	2015	1400100
150000132834	2015	1400100
150000132864	2015	1400100
150000133374	2015	1400100
150000133521	2015	1400100
150000133901	2015	1400100
150000134051	2015	1400100
150000134088	2015	1400100
150000134248	2015	1400100
150000134510	2015	1400100
150000134750	2015	1400100
150000134908	2015	1400100
150000134935	2015	1400100
150000135494	2015	1400100
150000136155	2015	1400100
150000136177	2015	1400100
150000136437	2015	1400100
150000136954	2015	1400209
150000137612	2015	1400100
150000137979	2015	1400100
150000138427	2015	1400100
150000138609	2015	1400100
150000138870	2015	1400100
150000139086	2015	1400100
150000139691	2015	1400100
150000139889	2015	1400100
150000140098	2015	1400100
150000140146	2015	1400100
150000140399	2015	1400100
150000140421	2015	1400100
150000140757	2015	1400100
150000141025	2015	1400100
150000141157	2015	1400100
150000141282	2015	1400100
150000142218	2015	1400100
150000143354	2015	1400100
150000143355	2015	1400100
150000143357	2015	1400100
150000144091	2015	1400100
150000144144	2015	1400100
150000144337	2015	1400100
150000144781	2015	1400100
150000144902	2015	1400100
150000145087	2015	1400100
150000145327	2015	1400100
150000145499	2015	1400100
150000145740	2015	1400100
150000146095	2015	1400100
150000146168	2015	1400100
150000146423	2015	1400100
150000147045	2015	1400100
150000147260	2015	1400100
150000147511	2015	1400100
150000148230	2015	1400100
150000148271	2015	1400100
150000148314	2015	1400100
150000148410	2015	1400100
150000148892	2015	1400100
150000148944	2015	1400100
150000149145	2015	1400100
150000149522	2015	1400100
150000149737	2015	1400100
150000150325	2015	1400100
150000150665	2015	1400100
150000150928	2015	1400100
150000151117	2015	1400100
150000151536	2015	1400100
150000151795	2015	1400100
150000152012	2015	1400100
150000152147	2015	1400100
150000152248	2015	1400100
150000152373	2015	1400100
150000153258	2015	1400100
150000153905	2015	1400100
150000154338	2015	1400100
150000154629	2015	1400100
150000154998	2015	1400100
150000155320	2015	1400100
150000156064	2015	1400100
150000156163	2015	1400100
150000156213	2015	1400100
150000157034	2015	1400100
150000157260	2015	1400100
150000158415	2015	1400100
150000158513	2015	1400100
150000159722	2015	1400308
150000159816	2015	1400100
150000161285	2015	1400100
150000161539	2015	1400100
150000161916	2015	1400100
150000161948	2015	1400100
150000161954	2015	1400100
150000163658	2015	1400100
150000163799	2015	1400506
150000164604	2015	1400100
150000165155	2015	1400100
150000165421	2015	1400100
150000165652	2015	1400100
150000166772	2015	1400100
150000167626	2015	1400100
150000167714	2015	1400100
150000167797	2015	1400100
150000168471	2015	1400100
150000168567	2015	1400100
150000168688	2015	1400100
150000168872	2015	1400100
150000169033	2015	1400100
150000169793	2015	1400100
150000169944	2015	1400100
150000170253	2015	1400100
150000170614	2015	1400100
150000171240	2015	1400100
150000171523	2015	1400100
150000171765	2015	1400100
150000171976	2015	1400100
150000172203	2015	1400100
150000172450	2015	1400100
150000172717	2015	1400100
150000172857	2015	1400209
150000173088	2015	1400100
150000173118	2015	1400100
150000173206	2015	1400100
150000173266	2015	1400100
150000173545	2015	1400100
150000173571	2015	1400100
150000173613	2015	1400100
150000173682	2015	1400100
150000173909	2015	1400100
150000174116	2015	1400100
150000174576	2015	1400100
150000174656	2015	1400100
150000174897	2015	1400100
150000174975	2015	1400100
150000175473	2015	1400100
150000175482	2015	1400100
150000175623	2015	1400100
150000175727	2015	1400100
150000175838	2015	1400100
150000176625	2015	1400100
150000176876	2015	1400100
150000176946	2015	1400100
150000177164	2015	1400100
150000177267	2015	1400100
150000177542	2015	1400100
150000178211	2015	1400100
150000178607	2015	1400100
150000178854	2015	1400100
150000178926	2015	1400308
150000179135	2015	1400100
150000179136	2015	1400100
150000179138	2015	1400100
150000179349	2015	1400100
150000179407	2015	1400100
150000179553	2015	1400472
150000179755	2015	1400100
150000180361	2015	1400100
150000180663	2015	1400100
150000181017	2015	1400100
150000181163	2015	1400100
150000181548	2015	1400100
150000181562	2015	1400100
150000181637	2015	1400100
150000182001	2015	1400100
150000182377	2015	1400100
150000182518	2015	1400100
150000182790	2015	1400100
150000182941	2015	1400100
150000183493	2015	1400100
150000183629	2015	1400100
150000183778	2015	1400100
150000184298	2015	1400100
150000184672	2015	1400159
150000185567	2015	1400100
150000186570	2015	1400100
150000186776	2015	1400100
150000186884	2015	1400100
150000187134	2015	1400100
150000187498	2015	1400100
150000187707	2015	1400100
150000188530	2015	1400100
150000190266	2015	1400100
150000190867	2015	1400100
150000191142	2015	1400100
150000191707	2015	1400100
150000192171	2015	1400100
150000193094	2015	1400100
150000193104	2015	1400100
150000193551	2015	1400100
150000193691	2015	1400100
150000193896	2015	1400100
150000194759	2015	1400100
150000195085	2015	1400100
150000195219	2015	1400100
150000195692	2015	1400506
150000195959	2015	1400100
150000196012	2015	1400100
150000196152	2015	1400100
150000196502	2015	1400100
150000196828	2015	1400100
150000197137	2015	1400100
150000197313	2015	1400100
150000197567	2015	1400100
150000197853	2015	1400209
150000198119	2015	1400100
150000198219	2015	1400100
150000198916	2015	1400100
150000199234	2015	1400100
150000199336	2015	1400100
150000199865	2015	1400100
150000200020	2015	1400100
150000200584	2015	1400100
150000202223	2015	1400100
150000203049	2015	1400100
150000203247	2015	1400100
150000203374	2015	1400100
150000203945	2015	1400100
150000203968	2015	1400100
150000204016	2015	1400100
150000204383	2015	1400100
150000205011	2015	1400100
150000205398	2015	1400100
150000206043	2015	1400100
150000206096	2015	1400100
150000206188	2015	1400100
150000206398	2015	1400100
150000206410	2015	1400100
150000207231	2015	1400100
150000207606	2015	1400100
150000208249	2015	1400100
150000208347	2015	1400100
150000209458	2015	1400100
150000210191	2015	1400100
150000210225	2015	1400100
150000210443	2015	1400100
150000210574	2015	1400100
150000212252	2015	1400100
150000212414	2015	1400100
150000212680	2015	1400100
150000213262	2015	1400100
150000213454	2015	1400050
150000213634	2015	1400100
150000213873	2015	1400100
150000214162	2015	1400100
150000214334	2015	1400100
150000214363	2015	1400100
150000214689	2015	1400100
150000214723	2015	1400100
150000215569	2015	1400100
150000215719	2015	1400100
150000215962	2015	1400100
150000216072	2015	1400100
150000216085	2015	1400100
150000216117	2015	1400100
150000217321	2015	1400100
150000217369	2015	1400100
150000217484	2015	1400100
150000218646	2015	1400100
150000218811	2015	1400100
150000218981	2015	1400100
150000219636	2015	1400100
150000219669	2015	1400100
150000220143	2015	1400100
150000221052	2015	1400100
150000221145	2015	1400100
150000221328	2015	1400100
150000222617	2015	1400100
150000223018	2015	1400100
150000223311	2015	1400100
150000223457	2015	1400100
150000224380	2015	1400100
150000224485	2015	1400506
150000226229	2015	1400159
150000226247	2015	1400100
150000226298	2015	1400100
150000226348	2015	1400100
150000227511	2015	1400100
150000227897	2015	1400100
150000228541	2015	1400100
150000228657	2015	1400100
150000229921	2015	1400100
150000229989	2015	1400050
150000230672	2015	1400100
150000231902	2015	1400100
150000232260	2015	1400100
150000233145	2015	1400100
150000233287	2015	1400100
150000233473	2015	1400100
150000233743	2015	1400100
150000235776	2015	1400100
150000236236	2015	1400100
150000236735	2015	1400100
150000237026	2015	1400100
150000237348	2015	1400100
150000237489	2015	1400100
150000237942	2015	1400100
150000238503	2015	1400100
150000239027	2015	1400100
150000239529	2015	1400100
150000240498	2015	1400100
150000241267	2015	1400100
150000242707	2015	1400100
150000242789	2015	1400100
150000243904	2015	1400100
150000244325	2015	1400100
150000246287	2015	1400100
150000246545	2015	1400100
150000247721	2015	1400100
150000248416	2015	1400100
150000249763	2015	1400100
150000249855	2015	1400100
150000249977	2015	1400100
150000250786	2015	1400100
150000250891	2015	1400100
150000251225	2015	1400100
150000252690	2015	1400100
150000252809	2015	1400100
150000253125	2015	1400100
150000253225	2015	1400100
150000253341	2015	1400100
150000253944	2015	1400100
150000254021	2015	1400100
150000254080	2015	1400100
150000254220	2015	1400100
150000254386	2015	1400100
150000254642	2015	1400100
150000254874	2015	1400100
150000254986	2015	1400100
150000255483	2015	1400100
150000255616	2015	1400100
150000255816	2015	1400100
150000256002	2015	1400100
150000256067	2015	1400100
150000256191	2015	1400100
150000257264	2015	1400100
150000257310	2015	1400100
150000257314	2015	1400100
150000257593	2015	1400100
150000258215	2015	1400100
150000258365	2015	1400100
150000259993	2015	1400100
150000260575	2015	1400100
150000260807	2015	1400100
150000261644	2015	1400100
150000261660	2015	1400100
150000262252	2015	1400100
150000262402	2015	1400100
150000262728	2015	1400100
150000262993	2015	1400100
150000263173	2015	1400100
150000263542	2015	1400100
150000264139	2015	1400159
150000264633	2015	1400100
150000266784	2015	1400100
150000268068	2015	1400100
150000268206	2015	1400100
150000268295	2015	1400100
150000268634	2015	1400100
150000268916	2015	1400100
150000269144	2015	1400100
150000269151	2015	1400100
150000269350	2015	1400100
150000269777	2015	1400100
150000269914	2015	1400100
150000270004	2015	1400100
150000270011	2015	1400100
150000270225	2015	1400100
150000270306	2015	1400100
150000270742	2015	1400100
150000271072	2015	1400100
150000271558	2015	1400100
150000271606	2015	1400100
150000271658	2015	1400100
150000273150	2015	1400100
150000274021	2015	1400100
150000274256	2015	1400100
150000274408	2015	1400100
150000274662	2015	1400100
150000274740	2015	1400100
150000274956	2015	1400100
150000275250	2015	1400100
150000275460	2015	1400100
150000275670	2015	1400100
150000275748	2015	1400100
150000276465	2015	1400100
150000276880	2015	1400100
150000276903	2015	1400100
150000277678	2015	1400100
150000277792	2015	1400100
150000277844	2015	1400100
150000277852	2015	1400100
150000278031	2015	1400100
150000278470	2015	1400100
150000279301	2015	1400100
150000279822	2015	1400100
150000280250	2015	1400100
150000280306	2015	1400100
150000280388	2015	1400100
150000280675	2015	1400472
150000280916	2015	1400100
150000282061	2015	1400100
150000282511	2015	1400100
150000282559	2015	1400100
150000282703	2015	1400100
150000283364	2015	1400100
150000283864	2015	1400100
150000284186	2015	1400100
150000284334	2015	1400100
150000284454	2015	1400100
150000285773	2015	1400100
150000285790	2015	1400209
150000285974	2015	1400100
150000286092	2015	1400100
150000286594	2015	1400100
150000287395	2015	1400100
150000287517	2015	1400100
150000287800	2015	1400100
150000287903	2015	1400100
150000288437	2015	1400100
150000289100	2015	1400100
150000289467	2015	1400100
150000289568	2015	1400100
150000291340	2015	1400100
150000291556	2015	1400100
150000291572	2015	1400100
150000291679	2015	1400100
150000291810	2015	1400100
150000291947	2015	1400100
150000291999	2015	1400100
150000292338	2015	1400100
150000292559	2015	1400100
150000292976	2015	1400472
150000293374	2015	1400100
150000293688	2015	1400100
150000293716	2015	1400100
150000294221	2015	1400100
150000294251	2015	1400100
150000294331	2015	1400100
150000294418	2015	1400100
150000294939	2015	1400100
150000295384	2015	1400100
150000295480	2015	1400100
150000295997	2015	1400100
150000296265	2015	1400100
150000296889	2015	1400100
150000297399	2015	1400100
150000297585	2015	1400100
150000297725	2015	1400100
150000298328	2015	1400100
150000298578	2015	1400100
150000299285	2015	1400100
150000299430	2015	1400100
150000299537	2015	1400100
150000299631	2015	1400100
150000299724	2015	1400100
150000300813	2015	1400100
150000300838	2015	1400100
150000301523	2015	1400100
150000301539	2015	1400100
150000302191	2015	1400308
150000303051	2015	1400100
150000303418	2015	1400100
150000303443	2015	1400100
150000303749	2015	1400100
150000303922	2015	1400100
150000304788	2015	1400100
150000305140	2015	1400100
150000305748	2015	1400100
150000306172	2015	1400100
150000306283	2015	1400100
150000306409	2015	1400100
150000307528	2015	1400100
150000307556	2015	1400100
150000307829	2015	1400100
150000307952	2015	1400100
150000308464	2015	1400100
150000308481	2015	1400100
150000308549	2015	1400100
150000308809	2015	1400100
150000308818	2015	1400100
150000308841	2015	1400050
150000309044	2015	1400100
150000309335	2015	1400100
150000310296	2015	1400100
150000310731	2015	1400100
150000311636	2015	1400100
150000312179	2015	1400100
150000312406	2015	1400100
150000312813	2015	1400100
150000313057	2015	1400100
150000313314	2015	1400100
150000313590	2015	1400100
150000313713	2015	1400100
150000313820	2015	1400100
150000313891	2015	1400100
150000314384	2015	1400100
150000315226	2015	1400100
150000315249	2015	1400100
150000315456	2015	1400100
150000315484	2015	1400100
150000315842	2015	1400472
150000315979	2015	1400100
150000316072	2015	1400100
150000316869	2015	1400100
150000316953	2015	1400100
150000317149	2015	1400100
150000317393	2015	1400100
150000318279	2015	1400100
150000318290	2015	1400100
150000318952	2015	1400100
150000319033	2015	1400100
150000319058	2015	1400100
150000319944	2015	1400100
150000320050	2015	1400100
150000320330	2015	1400100
150000320338	2015	1400100
150000320422	2015	1400100
150000321557	2015	1400100
150000322005	2015	1400100
150000322006	2015	1400100
150000322476	2015	1400100
150000323404	2015	1400100
150000323663	2015	1400506
150000324362	2015	1400100
150000324717	2015	1400100
150000324943	2015	1400100
150000325138	2015	1400100
150000325597	2015	1400100
150000325611	2015	1400100
150000326163	2015	1400100
150000326166	2015	1400100
150000326639	2015	1400100
150000327243	2015	1400100
150000327981	2015	1400100
150000328039	2015	1400100
150000328339	2015	1400100
150000328661	2015	1400100
150000328744	2015	1400100
150000328753	2015	1400100
150000328783	2015	1400100
150000328958	2015	1400100
150000329194	2015	1400100
150000329224	2015	1400100
150000329356	2015	1400100
150000329689	2015	1400050
150000329750	2015	1400100
150000329971	2015	1400100
150000330139	2015	1400100
150000330146	2015	1400100
150000330188	2015	1400100
150000330328	2015	1400100
150000330336	2015	1400100
150000330460	2015	1400050
150000330539	2015	1400100
150000330982	2015	1400100
150000331914	2015	1400100
150000332564	2015	1400100
150000332757	2015	1400100
150000333284	2015	1400100
150000333798	2015	1400100
150000334468	2015	1400100
150000334837	2015	1400100
150000335222	2015	1400100
150000335935	2015	1400100
150000335979	2015	1400100
150000336261	2015	1400100
150000336262	2015	1400472
150000336438	2015	1400100
150000336863	2015	1400100
150000337592	2015	1400100
150000339575	2015	1400100
150000340371	2015	1400050
150000340875	2015	1400100
150000341353	2015	1400100
150000341560	2015	1400100
150000341779	2015	1400100
150000342541	2015	1400100
150000343331	2015	1400100
150000344616	2015	1400100
150000344769	2015	1400100
150000345365	2015	1400100
150000345489	2015	1400100
150000345701	2015	1400100
150000346033	2015	1400100
150000346186	2015	1400100
150000347179	2015	1400100
150000347234	2015	1400100
150000348560	2015	1400100
150000348656	2015	1400100
150000348801	2015	1400100
150000348821	2015	1400100
150000348869	2015	1400100
150000350168	2015	1400100
150000350362	2015	1400100
150000351224	2015	1400100
150000351245	2015	1400100
150000351457	2015	1400100
150000351465	2015	1400100
150000351867	2015	1400100
150000352981	2015	1400100
150000353476	2015	1400100
150000354134	2015	1400100
150000354873	2015	1400100
150000355387	2015	1400100
150000355630	2015	1400100
150000355728	2015	1400100
150000355973	2015	1400100
150000356351	2015	1400100
150000356627	2015	1400100
150000356836	2015	1400209
150000357001	2015	1400100
150000359115	2015	1400100
150000359413	2015	1400100
150000360019	2015	1400100
150000360993	2015	1400100
150000361238	2015	1400100
150000361424	2015	1400100
150000362009	2015	1400100
150000362979	2015	1400100
150000363226	2015	1400100
150000363255	2015	1400050
150000364043	2015	1400100
150000364451	2015	1400100
150000364892	2015	1400100
150000364969	2015	1400100
150000365007	2015	1400100
150000365395	2015	1400100
150000365751	2015	1400100
150000367669	2015	1400100
150000367700	2015	1400100
150000367765	2015	1400100
150000368196	2015	1400100
150000368759	2015	1400100
150000369104	2015	1400100
150000369561	2015	1400100
150000369734	2015	1400100
150000369995	2015	1400100
150000370984	2015	1400100
150000371959	2015	1400100
150000372385	2015	1400100
150000372534	2015	1400100
150000372770	2015	1400100
150000373281	2015	1400100
150000373403	2015	1400100
150000373527	2015	1400050
150000374113	2015	1400100
150000374221	2015	1400100
150000374707	2015	1400100
150000375032	2015	1400100
150000375060	2015	1400100
150000375366	2015	1400100
150000375505	2015	1400100
150000377179	2015	1400100
150000377223	2015	1400308
150000377688	2015	1400100
150000377855	2015	1400100
150000377934	2015	1400100
150000378400	2015	1400100
150000378650	2015	1400100
150000378860	2015	1400100
150000379543	2015	1400100
150000379846	2015	1400100
150000379933	2015	1400506
150000380468	2015	1400100
150000380714	2015	1400100
150000381023	2015	1400100
150000381176	2015	1400100
150000381209	2015	1400100
150000381908	2015	1400100
150000383385	2015	1400100
150000383497	2015	1400100
150000383939	2015	1400100
150000383951	2015	1400100
150000383962	2015	1400100
150000383983	2015	1400100
150000384633	2015	1400100
150000385498	2015	1400100
150000385797	2015	1400100
150000386077	2015	1400209
150000386521	2015	1400100
150000386589	2015	1400100
150000387696	2015	1400100
150000387854	2015	1400100
150000388329	2015	1400100
150000388473	2015	1400100
150000391245	2015	1400100
150000391441	2015	1400100
150000391800	2015	1400100
150000392534	2015	1400100
150000392612	2015	1400159
150000393618	2015	1400100
150000394102	2015	1400100
150000394248	2015	1400100
150000395063	2015	1400100
150000395387	2015	1400100
150000395953	2015	1400308
150000395958	2015	1400100
150000396025	2015	1400100
150000396073	2015	1400100
150000396134	2015	1400100
150000396146	2015	1400100
150000396338	2015	1400100
150000396496	2015	1400100
150000396796	2015	1400100
150000396934	2015	1400100
150000396988	2015	1400100
150000397338	2015	1400100
150000398418	2015	1400100
150000398873	2015	1400100
150000398958	2015	1400100
150000399019	2015	1400100
150000399033	2015	1400100
150000400355	2015	1400100
150000400406	2015	1400100
150000400523	2015	1400100
150000400700	2015	1400100
150000401214	2015	1400100
150000401527	2015	1400100
150000401647	2015	1400100
150000402006	2015	1400100
150000402016	2015	1400100
150000402698	2015	1400100
150000403223	2015	1400472
150000403295	2015	1400100
150000403587	2015	1400100
150000403976	2015	1400100
150000404088	2015	1400100
150000404200	2015	1400100
150000405022	2015	1400100
150000405276	2015	1400100
150000405615	2015	1400100
150000406912	2015	1400100
150000406919	2015	1400100
150000407571	2015	1400100
150000408732	2015	1400100
150000409074	2015	1400100
150000410380	2015	1400506
150000410655	2015	1400100
150000410745	2015	1400100
150000411502	2015	1400472
150000411667	2015	1400100
150000412627	2015	1400100
150000412832	2015	1400100
150000413052	2015	1400100
150000413211	2015	1400100
150000413332	2015	1400100
150000413510	2015	1400100
150000414669	2015	1400100
150000415124	2015	1400100
150000415272	2015	1400100
150000415310	2015	1400308
150000416501	2015	1400100
150000417290	2015	1400100
150000417841	2015	1400100
150000418359	2015	1400100
150000418400	2015	1400100
150000419045	2015	1400100
150000419063	2015	1400100
150000419362	2015	1400100
150000419581	2015	1400100
150000419650	2015	1400100
150000419773	2015	1400100
150000420671	2015	1400100
150000420891	2015	1400100
150000421043	2015	1400100
150000422456	2015	1400100
150000422984	2015	1400100
150000423362	2015	1400506
150000423384	2015	1400100
150000423491	2015	1400100
150000424476	2015	1400100
150000426129	2015	1400050
150000426313	2015	1400100
150000426353	2015	1400100
150000426619	2015	1400100
150000426625	2015	1400100
150000426696	2015	1400100
150000426898	2015	1400100
150000427632	2015	1400100
150000427708	2015	1400472
150000427888	2015	1400100
150000428345	2015	1400100
150000429349	2015	1400100
150000429610	2015	1400100
150000429989	2015	1400100
150000430021	2015	1400100
150000430547	2015	1400100
150000430888	2015	1400100
150000431746	2015	1400100
150000431918	2015	1400100
150000431939	2015	1400100
150000432100	2015	1400308
150000432218	2015	1400100
150000432581	2015	1400100
150000432623	2015	1400100
150000432694	2015	1400100
150000432897	2015	1400100
150000432931	2015	1400100
150000433670	2015	1400100
150000434794	2015	1400100
150000435347	2015	1400100
150000436449	2015	1400100
150000436933	2015	1400100
150000437759	2015	1400100
150000438508	2015	1400100
150000438615	2015	1400100
150000439475	2015	1400100
150000439481	2015	1400100
150000439520	2015	1400100
150000440400	2015	1400100
150000440458	2015	1400100
150000440804	2015	1400100
150000441047	2015	1400100
150000442460	2015	1400100
150000442622	2015	1400100
150000443389	2015	1400100
150000443481	2015	1400100
150000443516	2015	1400100
150000444619	2015	1400100
150000445783	2015	1400100
150000445840	2015	1400100
150000445926	2015	1400100
150000446140	2015	1400100
150000446180	2015	1400100
150000446576	2015	1400100
150000446692	2015	1400100
150000447780	2015	1400100
150000448258	2015	1400100
150000448494	2015	1400100
150000449088	2015	1400100
150000449109	2015	1400506
150000449207	2015	1400100
150000449250	2015	1400100
150000449743	2015	1400100
150000449799	2015	1400100
150000449805	2015	1400100
150000450714	2015	1400100
150000451200	2015	1400209
150000453298	2015	1400100
150000453373	2015	1400100
150000453437	2015	1400100
150000453535	2015	1400100
150000453591	2015	1400100
150000454206	2015	1400100
150000454294	2015	1400100
150000454537	2015	1400100
150000454604	2015	1400100
150000454752	2015	1400100
150000455192	2015	1400100
150000455463	2015	1400100
150000456732	2015	1400100
150000457694	2015	1400100
150000458443	2015	1400100
150000458682	2015	1400100
150000458745	2015	1400100
150000459094	2015	1400100
